"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032943","mononuclear cell proliferation","39/744","344/28832",0.113372093023256,4.39347336834209,10.3050143003188,1.15406998780177e-14,1.29820050627834e-12,7.26726644950258e-13,"Aif1/Arg1/Arg2/Ccr2/Cd209a/Cd209d/Cd209e/Cd300a/Cd40/Efnb1/Fcgr2b/Gapt/Gja1/H2-Aa/Ifng/Igf1/Il10/Il13/Il1a/Il21/Il4/Il5/Il6/Itgam/Lgals3/Lilrb4a/Malt1/Pdcd1lg2/Pycard/Sftpd/Slfn2/Tarm1/Tfrc/Tlr4/Tnfrsf4/Tnfrsf9/Tnfsf13b/Tyrobp/Vcam1",39
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","24/744","124/28832",0.193548387096774,7.50052029136316,11.8062888584047,1.21052267079042e-14,1.33210125207415e-12,7.45704125804989e-13,"Adam8/Akap12/Ccl2/Ccl3/Ccl4/Ccr2/Ccr5/Cd14/Cd209b/Cd84/Clec7a/Cyba/Fcer1g/Fcgr2b/Ifng/Il1a/Il33/Il6/Ptafr/Pycard/Thbs1/Tlr4/Tmem106a/Tyrobp",24
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","35/744","279/28832",0.125448028673835,4.86144833699464,10.5482975076349,1.28608021999105e-14,1.3851357603393e-12,7.75392598480607e-13,"Adam8/Aif1/Brd4/Ccl2/Ccr2/Cd209d/Cd209e/Efnb1/Efnb2/Foxo3/H2-Aa/Has2/Icos/Ifng/Igf1/Il1a/Il21/Il4/Il6/Lgals1/Lilrb4a/Malt1/Pdcd1lg2/Ptafr/Pycard/Sele/Selp/Smarca2/Socs1/St3gal4/Tfrc/Tnfsf11/Tnfsf13b/Vcam1/Zfp609",35
"GO:0032944","regulation of mononuclear cell proliferation","34/744","265/28832",0.128301886792453,4.97204301075269,10.5720808252121,1.57738531262768e-14,1.66348426094194e-12,9.31210802981078e-13,"Aif1/Arg1/Arg2/Ccr2/Cd209a/Cd209d/Cd209e/Cd300a/Cd40/Efnb1/Fcgr2b/H2-Aa/Ifng/Igf1/Il10/Il13/Il1a/Il21/Il4/Il5/Il6/Lgals3/Lilrb4a/Pdcd1lg2/Pycard/Sftpd/Tarm1/Tfrc/Tlr4/Tnfrsf4/Tnfrsf9/Tnfsf13b/Tyrobp/Vcam1",34
"GO:1902105","regulation of leukocyte differentiation","40/744","373/28832",0.107238605898123,4.15578425437459,9.98407456013855,3.3805382120994e-14,3.49230294482595e-12,1.954975051981e-12,"Adam8/Brd4/C1qc/Car2/Ccl3/Ccl9/Ccr1/Ccr2/Dcstamp/Fancd2/Foxo3/Gata2/H2-Aa/Ifng/Il10/Il21/Il4/Il5/Il6/Itgam/Lgals1/Lif/Lilrb4a/Mafb/Malt1/Nme1/Nme2/Ocstamp/Pglyrp1/Slamf8/Smarca2/Socs1/Spi1/Tmem176a/Tnfaip6/Tnfrsf11b/Tnfsf11/Trem2/Tyrobp/Zfp609",40
"GO:0002699","positive regulation of immune effector process","37/744","322/28832",0.114906832298137,4.45294864088693,10.1408733424775,3.66462349400562e-14,3.71006482533128e-12,2.0768771464975e-12,"Adora2b/Adora3/Arg1/Brd4/C3/Casp4/Ccl2/Ccr2/Cd300a/Cd40/Cfp/Clec7a/Cxcl1/Fcer1g/Ffar2/Fgr/Gata2/Ifng/Il10/Il13/Il21/Il33/Il4/Il5/Il6/Itgam/Lilrb4a/Malt1/Ptafr/Pycard/Scimp/Spi1/Tfrc/Tlr4/Tnfrsf4/Trem2/Tyrobp",37
"GO:0048245","eosinophil chemotaxis","12/744","22/28832",0.545454545454545,21.1378299120235,15.378298703948,4.07691037888516e-14,4.0465333995915e-12,2.26523069968191e-12,"Ccl1/Ccl11/Ccl12/Ccl2/Ccl24/Ccl3/Ccl4/Ccl7/Ccl8/Ccr3/Il4/Lgals3",12
"GO:0001659","temperature homeostasis","29/744","201/28832",0.144278606965174,5.59118386561815,10.6306634272897,6.52568474738698e-14,6.35250311370633e-12,3.55610189068133e-12,"Acvr2b/Adrb2/Arrdc3/Ccr2/Ccr5/Dio2/Dync1h1/Epas1/Fabp5/Gadd45g/Gatm/Gja1/Gpx1/Gpx2/Il13/Il1a/Il1rn/Il4/Irf4/Lcn2/Notch1/Nova2/Nr1d1/Per2/Plac8/Ptges/Tlr4/Tnfsf11/Ybx2",29
"GO:0032760","positive regulation of tumor necrosis factor production","23/744","122/28832",0.188524590163934,7.30583465538516,11.3595678697654,7.80881936187365e-14,7.45815917166121e-12,4.17504304313086e-12,"Akap12/Ccl2/Ccl3/Ccl4/Ccr2/Ccr5/Cd14/Cd209b/Cd84/Clec7a/Cyba/Fcer1g/Fcgr2b/Ifng/Il1a/Il33/Il6/Ptafr/Pycard/Thbs1/Tlr4/Tmem106a/Tyrobp",23
"GO:0002440","production of molecular mediator of immune response","35/744","297/28832",0.117845117845118,4.56681510444951,10.0560123003559,8.52576387098384e-14,7.9921142064667e-12,4.47394860442271e-12,"Acp5/Arg1/Batf/Casp4/Ccr2/Cd40/Clec7a/Epx/Fcer1g/Fcgr2b/Ffar2/Gapt/Hmox1/Ifng/Il10/Il13/Il13ra2/Il21/Il33/Il4/Il5/Il6/Lilrb4a/Litaf/Malt1/Ppl/Prg2/Pycard/Scimp/Slamf9/Tfrc/Tlr4/Tnfrsf4/Tnfsf13b/Tril",35
"GO:0001818","negative regulation of cytokine production","36/744","318/28832",0.113207547169811,4.38709677419355,9.88480269871572,1.28342337989892e-13,1.18121620891788e-11,6.61239375825436e-12,"Acp5/Arg1/Arg2/Bcl3/Cd200r1/Cd84/Clec4a2/Clec4a3/Epx/Fcgr2b/Flt1/Fn1/Hmox1/Ifng/Igf1/Il10/Il13/Il1rl1/Il33/Il4/Il6/Lilrb4a/Pdcd1lg2/Pglyrp1/Ppara/Prg2/Ptger4/Pycard/Relb/Rgcc/Sftpd/Thbs1/Tlr4/Tnfrsf4/Trem2/Tyrobp",36
"GO:0048771","tissue remodeling","30/744","223/28832",0.134529147982063,5.21336612179951,10.2798364263478,1.59241852579409e-13,1.43943260313744e-11,8.05787720195054e-12,"Acp5/Acvr2b/Adam8/Adrb2/Ankrd11/Car2/Ccl2/Ccr2/Clec10a/Ctsk/Ctss/Dcstamp/Dll4/Epas1/Flt4/Gja1/Igf1/Il1a/Il6/Lif/Lrp5/Pdk4/Ptger4/S1pr1/Spp1/Tfrc/Tgfbr3/Timp1/Tnfrsf11b/Tnfsf11",30
"GO:0032602","chemokine production","23/744","128/28832",0.1796875,6.96337365591398,11.0047887245936,2.27539895291435e-13,2.02071394730745e-11,1.13118633079325e-11,"Ackr1/Adora2b/Aif1/Arg2/Cd84/Chia1/Chil3/Chil4/Clec7a/Cxcl5/Ffar2/Ifng/Il1rl1/Il33/Il4/Il6/Lilrb4a/Mcoln2/P2ry2/Pycard/Slamf9/Tlr4/Trem2",23
"GO:0050678","regulation of epithelial cell proliferation","42/744","434/28832",0.0967741935483871,3.75026014568158,9.39573318438953,2.56984471992324e-13,2.2428541331468e-11,1.25553938040533e-11,"Adora2b/Arg1/Bmp6/Ccl11/Ccl12/Ccl2/Ccl24/Ccr3/Cldn1/Cyba/Cyp7b1/Dll4/Efnb2/Flt1/Flt4/Gata2/Gja1/Gpx1/Has2/Hey1/Hmox1/Hspg2/Ifng/Igf1/Il10/Il6/Iqgap3/Jcad/Kdr/Klf9/Mmp12/Mydgf/Nme1/Nme2/Notch1/Nr1d1/Plau/Rap1gap/Rgcc/Tgfbr3/Tgm1/Thbs1",42
"GO:0071675","regulation of mononuclear cell migration","25/744","155/28832",0.161290322580645,6.25043357613597,10.6671910170426,2.67847059933771e-13,2.29803697861822e-11,1.28643048232241e-11,"Adam8/Adtrp/Aif1/C3ar1/Ccl1/Ccl12/Ccl2/Ccl20/Ccl3/Ccl7/Ccr1/Ccr2/Cd200r1/Cxcl10/Il4/Lgals3/Lgmn/Mmp28/Pla2g7/Pycard/S100a14/Slamf8/Spi1/Thbs1/Trem2",25
"GO:0032642","regulation of chemokine production","22/744","117/28832",0.188034188034188,7.28683025457219,11.0898626572481,2.872972662367e-13,2.42383126948363e-11,1.35684954510385e-11,"Ackr1/Adora2b/Aif1/Arg2/Cd84/Chia1/Chil3/Chil4/Clec7a/Cxcl5/Ffar2/Ifng/Il1rl1/Il33/Il4/Il6/Lilrb4a/Mcoln2/P2ry2/Pycard/Tlr4/Trem2",22
"GO:1903706","regulation of hemopoiesis","43/744","459/28832",0.093681917211329,3.63042612504978,9.24561352488309,4.03022831110461e-13,3.34442880505107e-11,1.87219579180217e-11,"Adam8/Brd4/C1qc/Car2/Ccl3/Ccl9/Ccr1/Ccr2/Dcstamp/Fancd2/Foxo3/Gata2/Gpr171/H2-Aa/Ifng/Il10/Il21/Il4/Il5/Il6/Inhba/Itgam/Lgals1/Lif/Lilrb4a/Mafb/Malt1/Nme1/Nme2/Ocstamp/Pglyrp1/Scin/Slamf8/Smarca2/Socs1/Spi1/Tmem176a/Tnfaip6/Tnfrsf11b/Tnfsf11/Trem2/Tyrobp/Zfp609",43
"GO:0042060","wound healing","40/744","403/28832",0.0992555831265509,3.84642066223752,9.36540854442752,4.25715122390867e-13,3.47575798313317e-11,1.94571325887303e-11,"Adra2a/Adtrp/Ccl2/Ccr2/Cldn1/Clec10a/Clec7a/Col3a1/Dsp/Dst/Emilin2/F10/F7/Fcer1g/Fn1/Gata2/Gpx1/Hmox1/Igf1/Il1a/Il6/Kdr/Lilrb4a/Mmp12/Myh10/P2rx1/Pdia4/Pdia6/Plau/Ppara/Ppl/Ptger4/Selp/Serpind1/Slc7a11/St3gal4/Tfpi2/Thbs1/Timp1/Tlr4",40
"GO:0002548","monocyte chemotaxis","15/744","48/28832",0.3125,12.1102150537634,12.5378602183648,6.46331142463417e-13,5.19321943357114e-11,2.90714024312702e-11,"Aif1/Ccl1/Ccl12/Ccl2/Ccl3/Ccr1/Ccr2/Cxcl10/Flt1/Lgals3/Lgmn/Pla2g7/S100a14/Slamf8/Tnfsf11",15
"GO:0006909","phagocytosis","30/744","236/28832",0.127118644067797,4.92618917441225,9.85667622907616,7.14792488796702e-13,5.59940252199143e-11,3.1345196592154e-11,"Aif1/C3/Ccl2/Ccr2/Cd209b/Cd300a/Cebpe/Cfp/Clec7a/Cyba/Fcer1g/Fcgr2b/Fgr/Gata2/Ifng/Itgam/Msr1/Ncf2/Ncf4/Nfix/P2ry6/Pycard/Rab20/Rap1gap/Sftpd/Sirpb1a/Thbs1/Tlr4/Trem2/Tyrobp",30
"GO:0050863","regulation of T cell activation","39/744","391/28832",0.0997442455242967,3.86535764375877,9.28433274466757,7.19006645455241e-13,5.59940252199143e-11,3.1345196592154e-11,"Adam8/Aif1/Arg1/Arg2/Brd4/Ccl2/Ccr2/Cd209a/Cd209d/Cd209e/Cd300a/Efnb1/Efnb2/Fancd2/Foxo3/H2-Aa/Icos/Ifng/Igf1/Il1a/Il21/Il4/Il6/Lgals1/Lgals3/Lilrb4a/Malt1/Pdcd1lg2/Pycard/Sftpd/Smarca2/Socs1/Tarm1/Tfrc/Tnfrsf9/Tnfsf11/Tnfsf13b/Vcam1/Zfp609",39
"GO:0050729","positive regulation of inflammatory response","24/744","155/28832",0.154838709677419,6.00041623309053,10.1592362515617,1.99917156628522e-12,1.53330401038421e-10,8.58336500229634e-11,"Adam8/Adora2b/Adora3/C3/Casp4/Ccl1/Ccl24/Ccl3/Ccr2/Ccr5/Ctss/Fcer1g/Ffar2/Ifng/Il1rl1/Il33/Il6/Lgals1/Osm/Ptger4/Pycard/Tlr4/Tnfsf11/Trem2",24
"GO:0042098","T cell proliferation","30/744","246/28832",0.121951219512195,4.72593758195646,9.55173679491571,2.11257855482735e-12,1.59610039470688e-10,8.93489626016534e-11,"Aif1/Arg1/Arg2/Ccr2/Cd209a/Cd209d/Cd209e/Efnb1/Gja1/H2-Aa/Ifng/Igf1/Il1a/Il21/Il4/Il6/Itgam/Lgals3/Lilrb4a/Malt1/Pdcd1lg2/Pycard/Sftpd/Slfn2/Tarm1/Tfrc/Tnfrsf4/Tnfrsf9/Tnfsf13b/Vcam1",30
"GO:0072593","reactive oxygen species metabolic process","31/744","263/28832",0.11787072243346,4.56780735107731,9.45992434750222,2.24369592108724e-12,1.67023364007994e-10,9.34989074236354e-11,"Acp5/Aldh2/Arg2/Clec7a/Cxcl1/Cyba/Cycs/Duoxa1/Epx/Foxo3/Gpx1/Hba-a1/Il4/Itgam/Lcn2/Mapt/Ncf2/Ncf4/Noxa1/Noxo1/Nrros/Pdk4/Pla2r1/Plau/Ppara/Prdx4/Ptger4/Pxdn/Thbs1/Tlr4/Tyrobp",31
"GO:0071677","positive regulation of mononuclear cell migration","20/744","107/28832",0.186915887850467,7.24349311626972,10.530413377046,3.88584550105097e-12,2.85074636613334e-10,1.59583464360476e-10,"Adam8/Aif1/C3ar1/Ccl1/Ccl2/Ccl20/Ccl3/Ccl7/Ccr1/Ccr2/Cxcl10/Il4/Lgals3/Lgmn/Pla2g7/Pycard/S100a14/Spi1/Thbs1/Trem2",20
"GO:0050920","regulation of chemotaxis","29/744","236/28832",0.122881355932203,4.76198286859851,9.44443720561621,4.07219471447797e-12,2.94477852066964e-10,1.64847340922928e-10,"Agrn/Aif1/C3ar1/Ccl1/Ccl12/Ccl2/Ccl3/Ccl7/Ccr1/Ccr2/Cxcl10/Efnb2/F7/Fn1/Il4/Kdr/Lgmn/Mmp28/Notch1/Nova2/Pla2g7/Plxna4/S100a14/S1pr1/Slamf8/Spi1/Thbs1/Tnfaip6/Trem2",29
"GO:0002718","regulation of cytokine production involved in immune response","22/744","133/28832",0.165413533834586,6.41021909612742,10.1780177497178,4.28078641027053e-12,3.05201983222386e-10,1.7085065999182e-10,"Acp5/Arg1/Casp4/Ccr2/Clec7a/Epx/Fcer1g/Ffar2/Hmox1/Ifng/Il10/Il21/Il4/Il6/Lilrb4a/Litaf/Malt1/Prg2/Pycard/Scimp/Tlr4/Tril",22
"GO:0050870","positive regulation of T cell activation","30/744","253/28832",0.118577075098814,4.59518041565727,9.34788472708185,4.36108676998778e-12,3.06608628189974e-10,1.71638093345133e-10,"Adam8/Aif1/Brd4/Ccl2/Ccr2/Cd209d/Cd209e/Efnb1/Efnb2/Foxo3/H2-Aa/Icos/Ifng/Igf1/Il1a/Il21/Il4/Il6/Lgals1/Lilrb4a/Malt1/Pdcd1lg2/Pycard/Smarca2/Socs1/Tfrc/Tnfsf11/Tnfsf13b/Vcam1/Zfp609",30
"GO:1902107","positive regulation of leukocyte differentiation","28/744","221/28832",0.126696832579186,4.90984284532672,9.49609022249192,4.53500432323818e-12,3.10218809246374e-10,1.73659056019305e-10,"Adam8/Brd4/Car2/Ccl3/Ccl9/Ccr1/Ccr2/Dcstamp/Foxo3/H2-Aa/Ifng/Il10/Il21/Il4/Il5/Il6/Itgam/Lif/Lilrb4a/Malt1/Ocstamp/Smarca2/Socs1/Spi1/Tnfsf11/Trem2/Tyrobp/Zfp609",28
"GO:1903708","positive regulation of hemopoiesis","28/744","221/28832",0.126696832579186,4.90984284532672,9.49609022249192,4.53500432323818e-12,3.10218809246374e-10,1.73659056019305e-10,"Adam8/Brd4/Car2/Ccl3/Ccl9/Ccr1/Ccr2/Dcstamp/Foxo3/H2-Aa/Ifng/Il10/Il21/Il4/Il5/Il6/Itgam/Lif/Lilrb4a/Malt1/Ocstamp/Smarca2/Socs1/Spi1/Tnfsf11/Trem2/Tyrobp/Zfp609",28
"GO:0071216","cellular response to biotic stimulus","37/744","380/28832",0.0973684210526316,3.77328805885682,8.85699281927595,5.76632656619423e-12,3.89188601041003e-10,2.17865980578174e-10,"AY761185/Bmp6/Ccl2/Ccr5/Cd14/Cd300lb/Cd68/Cd84/Cebpe/Clec7a/Cxcl10/Cxcl15/Cxcl16/Cxcl2/Cxcl5/Efnb2/Eme1/Fcgr2b/Ifng/Il10/Il1a/Il6/Lilrb4a/Litaf/Ly86/Malt1/Mrc1/Notch1/Nr1d1/Pdcd1lg2/Ptafr/Pycard/Scimp/Spi1/Tlr4/Tnip3/Trem2",37
"GO:0043300","regulation of leukocyte degranulation","15/744","57/28832",0.263157894736842,10.1980758347482,11.3131269383948,1.05127914020618e-11,7.00207237858377e-10,3.91972776376042e-10,"Adora2b/Adora3/Ccr2/Cd300a/Cd84/Fcer1g/Fgr/Gata2/Hmox1/Il13/Il13ra2/Il4/Itgam/Ptafr/Spi1",15
"GO:0001936","regulation of endothelial cell proliferation","23/744","154/28832",0.149350649350649,5.78773914257785,9.69554715411698,1.23939041632842e-11,8.04332600955698e-10,4.50261673516343e-10,"Adora2b/Arg1/Bmp6/Ccl11/Ccl12/Ccl2/Ccl24/Ccr3/Cyba/Dll4/Flt1/Flt4/Gata2/Gja1/Hmox1/Hspg2/Igf1/Il10/Jcad/Kdr/Mydgf/Rgcc/Thbs1",23
"GO:0002761","regulation of myeloid leukocyte differentiation","23/744","154/28832",0.149350649350649,5.78773914257785,9.69554715411698,1.23939041632842e-11,8.04332600955698e-10,4.50261673516343e-10,"Adam8/C1qc/Car2/Ccl3/Ccl9/Ccr1/Dcstamp/Gata2/Ifng/Il4/Il5/Itgam/Lif/Lilrb4a/Mafb/Nme1/Nme2/Ocstamp/Tnfaip6/Tnfrsf11b/Tnfsf11/Trem2/Tyrobp",23
"GO:0002703","regulation of leukocyte mediated immunity","33/744","317/28832",0.10410094637224,4.03419151317798,8.84080568178837,1.3571762723773e-11,8.6962358111062e-10,4.8681126252361e-10,"Adora2b/Adora3/Arg1/C3/Ccl2/Ccr2/Cd300a/Cd40/Cd84/Clec7a/Cxcl1/Cxcl5/Fcer1g/Fcgr2b/Fgr/Gata2/Hmox1/Ifng/Il13/Il13ra2/Il21/Il4/Il6/Itgam/Lilrb4a/Malt1/Ptafr/Scimp/Spi1/Tfrc/Tlr4/Trem2/Tyrobp",33
"GO:0045576","mast cell activation","18/744","90/28832",0.2,7.7505376344086,10.4389552922573,1.40301155866834e-11,8.87755563747391e-10,4.96961462623048e-10,"Adora2b/Adora3/Cd300a/Cd300lb/Cd48/Cd84/Cplx2/Fcer1g/Fgr/Gata2/Hmox1/Il13/Il13ra2/Il4/Lcp2/Lilrb4a/Ptgdr/Tlr4",18
"GO:0002367","cytokine production involved in immune response","23/744","157/28832",0.146496815286624,5.67714540099993,9.56389714366741,1.85981742949237e-11,1.1622710898877e-09,6.50633985730144e-10,"Acp5/Arg1/Casp4/Ccr2/Clec7a/Epx/Fcer1g/Ffar2/Hmox1/Ifng/Il10/Il21/Il4/Il6/Lilrb4a/Litaf/Malt1/Prg2/Pycard/Scimp/Slamf9/Tlr4/Tril",23
"GO:0042742","defense response to bacterium","38/744","415/28832",0.091566265060241,3.54843891695816,8.51069595969626,1.88786657749727e-11,1.16541227015746e-09,6.5239240393102e-10,"Acp5/Adamts4/Arg2/AY761185/Bcl3/Casp4/Cd209d/Cxcl5/Cyba/Ear1/Ear10/Ear2/Ear3/Emilin2/Epx/Fcer1g/Fgr/Gzmb/Ifng/Il10/Il33/Lcn2/Pglyrp1/Plac8/Ppl/Prg2/Pycard/Rnase1/Rnase2a/S100a14/Slamf8/Slamf9/Slpi/Sprr2a1/Sprr2a3/Tlr4/Trem2/Wfdc17",38
"GO:0032970","regulation of actin filament-based process","38/744","416/28832",0.0913461538461538,3.53990901571547,8.49257254782906,2.02777499487393e-11,1.23669843663275e-09,6.92298070539076e-10,"Acta2/Akap13/Capg/Carmil1/Ccl11/Ccl24/Cdc42ep2/Coro2b/Cotl1/Dsp/Ect2/Fam107a/Fgr/Gja1/Il1a/Jup/Kank2/Limch1/Plekhh2/Ppp1r9a/Ptger4/Pycard/Rgcc/Rgs4/Rhobtb1/Rnd1/Ryr2/S1pr1/Scin/Shank3/Smim22/Sorbs3/Sptan1/Sptbn1/Ssh2/Stc1/Tjp1/Tmod1",38
"GO:0043299","leukocyte degranulation","18/744","92/28832",0.195652173913043,7.5820476858345,10.2912343677157,2.07211863873332e-11,1.24869816062715e-09,6.99015460585224e-10,"Adora2b/Adora3/Ccl3/Ccr2/Cd300a/Cd84/Cplx2/Fcer1g/Fgr/Gata2/Hmox1/Il13/Il13ra2/Il4/Itgam/Ptafr/Ptgdr/Spi1",18
"GO:0045637","regulation of myeloid cell differentiation","28/744","236/28832",0.11864406779661,4.59777656278476,9.03219818215626,2.2299957204892e-11,1.32802803966075e-09,7.43423960316648e-10,"Adam8/C1qc/Car2/Ccl3/Ccl9/Ccr1/Dcstamp/Foxo3/Gata2/Gpr171/Ifng/Il4/Il5/Inhba/Itgam/Lif/Lilrb4a/Mafb/Nme1/Nme2/Ocstamp/Scin/Spi1/Tnfaip6/Tnfrsf11b/Tnfsf11/Trem2/Tyrobp",28
"GO:0019730","antimicrobial humoral response","26/744","206/28832",0.12621359223301,4.89111598287922,9.12185921972904,2.87246041093128e-11,1.69074355815513e-09,9.46470431606733e-10,"AY761185/Bcl3/Ccl1/Ccl11/Ccl12/Ccl17/Ccl2/Ccl20/Ccl24/Ccl3/Ccl4/Ccl6/Ccl7/Ccl8/Ccl9/Cxcl10/Cxcl11/Cxcl15/Cxcl5/Gapdh/Lgals3/Pglyrp1/Ppl/Slpi/Sprr2a1/Wfdc17",26
"GO:1901342","regulation of vasculature development","33/744","327/28832",0.100917431192661,3.91082174213278,8.61558708247476,3.13283951317009e-11,1.82280846157092e-09,1.02039975431989e-09,"Adrb2/Atp2b4/C3/C3ar1/Ccl11/Ccl2/Ccl24/Ccr2/Ccr3/Cd40/Col4a2/Cxcl10/Cysltr1/Emilin2/Flt1/Gata2/Hmox1/Il10/Il1a/Itgax/Jcad/Jup/Kdr/Lgals3/Lif/Mydgf/Pgk1/Ptger4/Reck/Rgcc/Sema6a/Thbs1/Tjp1",33
"GO:0030336","negative regulation of cell migration","33/744","328/28832",0.100609756097561,3.89889850511408,8.59355656763494,3.39965500273407e-11,1.95557427543635e-09,1.09472144346413e-09,"Adora3/Adtrp/Aif1/Apex1/Atp2b4/Card10/Ccl12/Cd200r1/Cd300a/Cd63/Col3a1/Dll4/Emilin2/Foxo3/Gja1/Il1rn/Il33/Il4/Jup/Limch1/Mmp28/Notch1/Patz1/Ptger4/Ptpru/Reck/Rgcc/Slamf8/Stc1/Tgfbr3/Thbs1/Timp1/Tnfaip6",33
"GO:0002285","lymphocyte activation involved in immune response","28/744","241/28832",0.116182572614108,4.50238700754027,8.8861552041615,3.68264266555929e-11,2.09455473854619e-09,1.17252206453999e-09,"Batf/Bcl3/Brd4/Ccr2/Cd40/Fcer1g/Gadd45g/Gapt/Ifng/Il10/Il21/Il4/Il6/Irf4/Lgals1/Lgals3/Lilrb4a/Malt1/Pglyrp1/Ptger4/Relb/Rora/Slfn2/Spi1/Tfrc/Tlr4/Trem2/Tyrobp",28
"GO:0097305","response to alcohol","36/744","387/28832",0.0930232558139535,3.60490122530633,8.39652694659921,4.12164930298768e-11,2.31819875241374e-09,1.29771695013366e-09,"Ace/Adra2a/Aldh2/Ccl2/Ccl3/Ccl7/Ccr5/Cd14/Cdk1/Ces1g/Cldn1/Ctsk/F7/Fbp1/Foxo3/Gpr155/Gria1/Htr7/Igf1/Inhba/Jup/Klf9/Nanog/P2ry6/Ppara/Ptgdr/Ptger4/Ptgfr/Rad51/Scnn1a/Tbxas1/Tgfbr3/Tjp1/Tlr4/Tnc/Tyms",36
"GO:0071219","cellular response to molecule of bacterial origin","34/744","351/28832",0.0968660968660969,3.75382164629476,8.44826763014741,4.82842842119e-11,2.68587963385316e-09,1.50354300865743e-09,"AY761185/Bmp6/Ccl2/Ccr5/Cd14/Cd300lb/Cd68/Cd84/Cebpe/Cxcl10/Cxcl15/Cxcl16/Cxcl2/Cxcl5/Efnb2/Fcgr2b/Ifng/Il10/Il1a/Il6/Lilrb4a/Litaf/Ly86/Malt1/Mrc1/Nr1d1/Pdcd1lg2/Ptafr/Pycard/Scimp/Spi1/Tlr4/Tnip3/Trem2",34
"GO:0120161","regulation of cold-induced thermogenesis","22/744","151/28832",0.145695364238411,5.64608701844335,9.31610942695851,5.69207393010167e-11,3.13187806893203e-09,1.75321087183452e-09,"Acvr2b/Adrb2/Arrdc3/Ccr2/Dio2/Dync1h1/Epas1/Fabp5/Gadd45g/Gatm/Gja1/Il13/Il4/Irf4/Lcn2/Notch1/Nova2/Nr1d1/Per2/Plac8/Tlr4/Ybx2",22
"GO:0030316","osteoclast differentiation","21/744","137/28832",0.153284671532847,5.94019307746645,9.43315573513346,5.83944343195798e-11,3.17841533898616e-09,1.77926222058074e-09,"Adam8/Car2/Ccl3/Ccl9/Ccr1/Dcstamp/Fam20c/Fcer1g/Ifng/Il4/Junb/Lilrb4a/Mafb/Nfix/Ocstamp/Tfrc/Tnfaip6/Tnfrsf11b/Tnfsf11/Trem2/Tyrobp",21
"GO:0032722","positive regulation of chemokine production","17/744","86/28832",0.197674418604651,7.66041510377594,10.0674092759775,6.30006220352442e-11,3.39265051853623e-09,1.89919008419795e-09,"Adora2b/Aif1/Cd84/Chia1/Chil3/Chil4/Clec7a/Ffar2/Ifng/Il1rl1/Il33/Il4/Il6/Mcoln2/P2ry2/Pycard/Tlr4",17
"GO:0045765","regulation of angiogenesis","32/744","320/28832",0.1,3.8752688172043,8.41774014440095,7.90816167464948e-11,4.21380151548165e-09,2.35886661807827e-09,"Adrb2/Atp2b4/C3/C3ar1/Ccl11/Ccl2/Ccl24/Ccr2/Ccr3/Cd40/Col4a2/Cxcl10/Cysltr1/Emilin2/Flt1/Gata2/Hmox1/Il10/Il1a/Itgax/Jcad/Jup/Kdr/Lgals3/Lif/Mydgf/Pgk1/Reck/Rgcc/Sema6a/Thbs1/Tjp1",32
"GO:0007204","positive regulation of cytosolic calcium ion concentration","25/744","200/28832",0.125,4.84408602150538,8.87847069006399,8.51472664681101e-11,4.44345838001622e-09,2.48742746969238e-09,"Adra1a/Adra1d/C3ar1/Ccl1/Ccl3/Ccr1/Ccr2/Ccr3/Ccr5/Cxcl1/Cxcl2/Cxcl3/Cxcr6/Gata2/Gja1/Gpr35/Kdr/P2ry2/Pkd1/Pkd2/Ptgdr/Ptger4/Ptgfr/Ptgir/Ryr2",25
"GO:0042129","regulation of T cell proliferation","25/744","200/28832",0.125,4.84408602150538,8.87847069006399,8.51472664681101e-11,4.44345838001622e-09,2.48742746969238e-09,"Aif1/Arg1/Arg2/Ccr2/Cd209a/Cd209d/Cd209e/Efnb1/H2-Aa/Ifng/Igf1/Il1a/Il21/Il4/Il6/Lgals3/Lilrb4a/Pdcd1lg2/Pycard/Sftpd/Tarm1/Tfrc/Tnfrsf9/Tnfsf13b/Vcam1",25
"GO:0106106","cold-induced thermogenesis","22/744","155/28832",0.141935483870968,5.50038154699965,9.14332672059989,9.59357886293549e-11,4.95537716369178e-09,2.77399723942238e-09,"Acvr2b/Adrb2/Arrdc3/Ccr2/Dio2/Dync1h1/Epas1/Fabp5/Gadd45g/Gatm/Gja1/Il13/Il4/Irf4/Lcn2/Notch1/Nova2/Nr1d1/Per2/Plac8/Tlr4/Ybx2",22
"GO:0001666","response to hypoxia","33/744","342/28832",0.0964912280701754,3.73929447274099,8.2939509416109,1.0311084552297e-10,5.21947100037276e-09,2.92183574892459e-09,"Ace/Adam8/Adrb2/Ccl2/Ccna2/Ccr2/Clca1/Cysltr1/Egln3/Eno1/Eno1b/Epas1/F7/Fabp1/Flt1/Foxo3/Hif3a/Hmox1/Il1a/Inhba/Kdr/Lif/Notch1/Pgk1/Plau/Ppara/Rgcc/Rora/Ryr2/Stc1/Tfrc/Trem2/Vldlr",33
